txHash,nftName,slug,totalCost,price,floorAtLogging,contract,uniqueContractIdentifierID
0xc296331d067ed984192e7c0912552517be44d0b49cd27b60595724690fdde77e,Flappy Boys#2097,N/A,0.10727,0.1,N/A,0x5f75b17a44625F8814FeA5b30FECd3d6aB510BB0,0x5f75b17a44625f8814fea5b30fecd3d6ab510bb0?a=2097
0xeea0fb35f1d40453cb8b2d78515d69b5243e138841aa6047c2b53f091d464b75,The Association NFT#2591,N/A,0.02969,0,N/A,0x9b8b9c7C02be0bD0AA4D669bF6a1f6003424c6Dc,0x9b8b9c7c02be0bd0aa4d669bf6a1f6003424c6dc?a=2591
