date,profit,txHash,invTxHash
2021-06-17T09:00:29,3.9704799999999993,0xb35d0e02c000dd3280f59fba36cc8bf53ba90153eb6217bbb9841f82442f2bad,0x50c8c77028faa6cc7192e313ab79f78fb164e8113734356a618c24b486182441
